time, s	APT pos, mm	APL pos, mm	APR pos, mm	APB pos, mm	TH1992B_1.VOLT1	TH1992B_1.CURR1	TH1992B_1.RES1	TH1992B_1.VOLT2	TH1992B_1.CURR2	TH1992B_1.RES2	TH2690A_1.VOLT	TH2690A_1.CURR
0.146	0.000	1.000	1.000	-0.500	-2.400e+01	-1.133e-06	2.118e+07	-2.400e+01	-2.644e-07	9.076e+07	2.190e+01	-3.883e-08
1.413	0.000	1.000	1.000	-0.490	-2.400e+01	-1.133e-06	2.118e+07	-2.400e+01	-2.644e-07	9.078e+07	2.190e+01	-3.885e-08
1.916	0.000	1.000	1.000	-0.480	-2.400e+01	-1.133e-06	2.118e+07	-2.400e+01	-2.643e-07	9.080e+07	2.190e+01	-3.886e-08
2.353	0.000	1.000	1.000	-0.470	-2.400e+01	-1.133e-06	2.119e+07	-2.400e+01	-2.643e-07	9.079e+07	2.190e+01	-3.887e-08
2.845	0.000	1.000	1.000	-0.460	-2.400e+01	-1.133e-06	2.119e+07	-2.400e+01	-2.645e-07	9.074e+07	2.190e+01	-3.890e-08
3.293	0.000	1.000	1.000	-0.450	-2.400e+01	-1.133e-06	2.119e+07	-2.400e+01	-2.645e-07	9.074e+07	2.190e+01	-3.901e-08
3.733	0.000	1.000	1.000	-0.440	-2.400e+01	-1.132e-06	2.119e+07	-2.400e+01	-2.646e-07	9.069e+07	2.190e+01	-3.905e-08
4.183	0.000	1.000	1.000	-0.430	-2.400e+01	-1.132e-06	2.120e+07	-2.400e+01	-2.647e-07	9.068e+07	2.190e+01	-3.919e-08
4.633	0.000	1.000	1.000	-0.420	-2.400e+01	-1.132e-06	2.120e+07	-2.400e+01	-2.648e-07	9.064e+07	2.190e+01	-3.924e-08
5.084	0.000	1.000	1.000	-0.410	-2.400e+01	-1.132e-06	2.120e+07	-2.400e+01	-2.648e-07	9.063e+07	2.190e+01	-3.940e-08
5.543	0.000	1.000	1.000	-0.400	-2.400e+01	-1.132e-06	2.120e+07	-2.400e+01	-2.649e-07	9.060e+07	2.190e+01	-3.945e-08
6.023	0.000	1.000	1.000	-0.390	-2.400e+01	-1.132e-06	2.120e+07	-2.400e+01	-2.649e-07	9.059e+07	2.190e+01	-3.947e-08
6.484	0.000	1.000	1.000	-0.380	-2.400e+01	-1.132e-06	2.120e+07	-2.400e+01	-2.651e-07	9.055e+07	2.190e+01	-3.963e-08
6.924	0.000	1.000	1.000	-0.370	-2.400e+01	-1.132e-06	2.121e+07	-2.400e+01	-2.651e-07	9.052e+07	2.190e+01	-3.974e-08
7.376	0.000	1.000	1.000	-0.360	-2.400e+01	-1.132e-06	2.121e+07	-2.400e+01	-2.652e-07	9.049e+07	2.190e+01	-3.986e-08
7.824	0.000	1.000	1.000	-0.350	-2.400e+01	-1.131e-06	2.121e+07	-2.400e+01	-2.653e-07	9.045e+07	2.190e+01	-3.999e-08
8.283	0.000	1.000	1.000	-0.340	-2.400e+01	-1.131e-06	2.121e+07	-2.400e+01	-2.654e-07	9.042e+07	2.190e+01	-4.013e-08
8.753	0.000	1.000	1.000	-0.330	-2.400e+01	-1.131e-06	2.121e+07	-2.400e+01	-2.655e-07	9.040e+07	2.190e+01	-4.030e-08
9.223	0.000	1.000	1.000	-0.320	-2.400e+01	-1.131e-06	2.122e+07	-2.400e+01	-2.656e-07	9.036e+07	2.190e+01	-4.048e-08
9.682	0.000	1.000	1.000	-0.310	-2.400e+01	-1.131e-06	2.122e+07	-2.400e+01	-2.657e-07	9.034e+07	2.190e+01	-4.068e-08
10.153	0.000	1.000	1.000	-0.300	-2.400e+01	-1.131e-06	2.122e+07	-2.400e+01	-2.657e-07	9.031e+07	2.190e+01	-4.089e-08
10.623	0.000	1.000	1.000	-0.290	-2.400e+01	-1.131e-06	2.122e+07	-2.400e+01	-2.658e-07	9.029e+07	2.190e+01	-4.114e-08
11.095	0.000	1.000	1.000	-0.280	-2.400e+01	-1.131e-06	2.122e+07	-2.400e+01	-2.659e-07	9.026e+07	2.190e+01	-4.148e-08
11.573	0.000	1.000	1.000	-0.270	-2.400e+01	-1.131e-06	2.123e+07	-2.400e+01	-2.659e-07	9.025e+07	2.190e+01	-4.178e-08
12.044	0.000	1.000	1.000	-0.260	-2.400e+01	-1.131e-06	2.123e+07	-2.400e+01	-2.660e-07	9.022e+07	2.190e+01	-4.214e-08
12.514	0.000	1.000	1.000	-0.250	-2.400e+01	-1.131e-06	2.123e+07	-2.400e+01	-2.661e-07	9.019e+07	2.190e+01	-4.258e-08
13.003	0.000	1.000	1.000	-0.240	-2.400e+01	-1.130e-06	2.123e+07	-2.400e+01	-2.662e-07	9.017e+07	2.190e+01	-4.305e-08
13.473	0.000	1.000	1.000	-0.230	-2.400e+01	-1.130e-06	2.123e+07	-2.400e+01	-2.663e-07	9.012e+07	2.190e+01	-4.355e-08
13.963	0.000	1.000	1.000	-0.220	-2.400e+01	-1.130e-06	2.123e+07	-2.400e+01	-2.663e-07	9.011e+07	2.190e+01	-4.420e-08
14.434	0.000	1.000	1.000	-0.210	-2.400e+01	-1.130e-06	2.124e+07	-2.400e+01	-2.665e-07	9.007e+07	2.190e+01	-4.480e-08
