time, s	APT pos, mm	APL pos, mm	APR pos, mm	APB pos, mm	TH1992B_1.VOLT1	TH1992B_1.CURR1	TH1992B_1.RES1	TH1992B_1.VOLT2	TH1992B_1.CURR2	TH1992B_1.RES2	TH2690A_1.VOLT	TH2690A_1.CURR
0.148	21.000	21.000	-20.000	21.000	-2.400e+01	-6.433e-09	3.731e+09	-2.400e+01	-2.816e-09	8.523e+09	2.190e+01	-2.203e-08
0.974	21.000	21.000	-19.900	21.000	-2.400e+01	-6.382e-09	3.761e+09	-2.400e+01	-2.808e-09	8.546e+09	2.190e+01	-2.223e-08
1.794	21.000	21.000	-19.800	21.000	-2.400e+01	-6.488e-09	3.699e+09	-2.400e+01	-2.815e-09	8.527e+09	2.190e+01	-2.251e-08
2.505	21.000	21.000	-19.700	21.000	-2.400e+01	-6.452e-09	3.720e+09	-2.400e+01	-2.825e-09	8.497e+09	2.190e+01	-2.268e-08
3.224	21.000	21.000	-19.600	21.000	-2.400e+01	-6.533e-09	3.674e+09	-2.400e+01	-2.856e-09	8.403e+09	2.190e+01	-2.298e-08
3.945	21.000	21.000	-19.500	21.000	-2.400e+01	-6.549e-09	3.665e+09	-2.400e+01	-2.827e-09	8.488e+09	2.190e+01	-2.327e-08
4.684	21.000	21.000	-19.400	21.000	-2.400e+01	-6.550e-09	3.664e+09	-2.400e+01	-2.849e-09	8.424e+09	2.190e+01	-2.356e-08
5.388	21.000	21.000	-19.300	21.000	-2.400e+01	-6.557e-09	3.660e+09	-2.400e+01	-2.789e-09	8.604e+09	2.190e+01	-2.402e-08
6.105	21.000	21.000	-19.200	21.000	-2.400e+01	-6.620e-09	3.625e+09	-2.400e+01	-2.863e-09	8.382e+09	2.190e+01	-2.431e-08
6.824	21.000	21.000	-19.100	21.000	-2.400e+01	-6.656e-09	3.606e+09	-2.400e+01	-2.815e-09	8.527e+09	2.190e+01	-2.459e-08
7.545	21.000	21.000	-19.000	21.000	-2.400e+01	-6.695e-09	3.585e+09	-2.400e+01	-2.858e-09	8.396e+09	2.190e+01	-2.485e-08
8.327	21.000	21.000	-18.900	21.000	-2.400e+01	-6.737e-09	3.562e+09	-2.400e+01	-2.889e-09	8.307e+09	2.190e+01	-2.510e-08
9.055	21.000	21.000	-18.800	21.000	-2.400e+01	-6.827e-09	3.516e+09	-2.400e+01	-2.864e-09	8.380e+09	2.190e+01	-2.532e-08
9.814	21.000	21.000	-18.700	21.000	-2.400e+01	-6.859e-09	3.499e+09	-2.400e+01	-2.900e-09	8.275e+09	2.190e+01	-2.559e-08
