time, s	APT pos, mm	APL pos, mm	APR pos, mm	APB pos, mm	TH1992B_1.VOLT1	TH1992B_1.CURR1	TH1992B_1.RES1	TH1992B_1.VOLT2	TH1992B_1.CURR2	TH1992B_1.RES2
140.365	3.800	24.000	24.000	24.000	-2.400e+01	5.500e-10	-4.363e+10	-2.400e+01	-9.720e-10	2.469e+10
141.102	3.900	24.000	24.000	24.000	-2.400e+01	5.319e-10	-4.512e+10	-2.400e+01	-9.986e-10	2.403e+10
141.862	4.000	24.000	24.000	24.000	-2.400e+01	5.186e-10	-4.628e+10	-2.400e+01	-9.758e-10	2.459e+10
142.602	4.100	24.000	24.000	24.000	-2.400e+01	5.987e-10	-4.008e+10	-2.400e+01	-9.444e-10	2.541e+10
143.352	4.200	24.000	24.000	24.000	-2.400e+01	5.541e-10	-4.331e+10	-2.400e+01	-1.005e-09	2.388e+10
144.103	4.300	24.000	24.000	24.000	-2.400e+01	5.106e-10	-4.700e+10	-2.400e+01	-9.761e-10	2.459e+10
144.861	4.400	24.000	24.000	24.000	-2.400e+01	5.610e-10	-4.278e+10	-2.400e+01	-9.570e-10	2.508e+10
145.602	4.500	24.000	24.000	24.000	-2.400e+01	5.176e-10	-4.636e+10	-2.400e+01	-9.980e-10	2.405e+10
146.342	4.600	24.000	24.000	24.000	-2.400e+01	5.393e-10	-4.450e+10	-2.400e+01	-9.599e-10	2.500e+10
147.073	4.700	24.000	24.000	24.000	-2.400e+01	5.540e-10	-4.332e+10	-2.400e+01	-9.271e-10	2.589e+10
147.822	4.800	24.000	24.000	24.000	-2.400e+01	5.645e-10	-4.251e+10	-2.400e+01	-9.910e-10	2.422e+10
148.553	4.900	24.000	24.000	24.000	-2.400e+01	5.353e-10	-4.483e+10	-2.400e+01	-1.013e-09	2.369e+10
149.293	5.000	24.000	24.000	24.000	-2.400e+01	5.706e-10	-4.206e+10	-2.400e+01	-1.033e-09	2.323e+10
150.032	5.100	24.000	24.000	24.000	-2.400e+01	5.149e-10	-4.661e+10	-2.400e+01	-1.025e-09	2.343e+10
150.773	5.200	24.000	24.000	24.000	-2.400e+01	5.529e-10	-4.341e+10	-2.400e+01	-9.580e-10	2.505e+10
151.512	5.300	24.000	24.000	24.000	-2.400e+01	5.735e-10	-4.185e+10	-2.400e+01	-9.896e-10	2.425e+10
152.253	5.400	24.000	24.000	24.000	-2.400e+01	5.471e-10	-4.387e+10	-2.400e+01	-1.054e-09	2.278e+10
152.993	5.500	24.000	24.000	24.000	-2.400e+01	5.760e-10	-4.167e+10	-2.400e+01	-1.005e-09	2.388e+10
153.735	5.600	24.000	24.000	24.000	-2.400e+01	5.626e-10	-4.266e+10	-2.400e+01	-1.009e-09	2.378e+10
154.476	5.700	24.000	24.000	24.000	-2.400e+01	5.690e-10	-4.218e+10	-2.400e+01	-9.884e-10	2.428e+10
155.222	5.800	24.000	24.000	24.000	-2.400e+01	5.890e-10	-4.075e+10	-2.400e+01	-1.011e-09	2.374e+10
155.974	5.900	24.000	24.000	24.000	-2.400e+01	5.674e-10	-4.230e+10	-2.400e+01	-1.001e-09	2.399e+10
156.722	6.000	24.000	24.000	24.000	-2.400e+01	5.389e-10	-4.454e+10	-2.400e+01	-9.852e-10	2.436e+10
157.476	6.100	24.000	24.000	24.000	-2.400e+01	5.357e-10	-4.480e+10	-2.400e+01	-9.952e-10	2.412e+10
158.216	6.200	24.000	24.000	24.000	-2.400e+01	5.897e-10	-4.070e+10	-2.400e+01	-9.939e-10	2.415e+10
158.964	6.300	24.000	24.000	24.000	-2.400e+01	5.254e-10	-4.568e+10	-2.400e+01	-9.794e-10	2.451e+10
159.706	6.400	24.000	24.000	24.000	-2.400e+01	5.263e-10	-4.560e+10	-2.400e+01	-9.474e-10	2.533e+10
160.433	6.500	24.000	24.000	24.000	-2.400e+01	5.705e-10	-4.207e+10	-2.400e+01	-1.002e-09	2.395e+10
161.183	6.600	24.000	24.000	24.000	-2.400e+01	5.455e-10	-4.400e+10	-2.400e+01	-9.970e-10	2.407e+10
161.913	6.700	24.000	24.000	24.000	-2.400e+01	5.529e-10	-4.341e+10	-2.400e+01	-1.000e-09	2.399e+10
162.653	6.800	24.000	24.000	24.000	-2.400e+01	5.603e-10	-4.283e+10	-2.400e+01	-9.990e-10	2.402e+10
163.402	6.900	24.000	24.000	24.000	-2.400e+01	5.720e-10	-4.196e+10	-2.400e+01	-9.878e-10	2.430e+10
164.153	7.000	24.000	24.000	24.000	-2.400e+01	5.503e-10	-4.361e+10	-2.400e+01	-1.019e-09	2.356e+10
164.916	7.100	24.000	24.000	24.000	-2.400e+01	5.500e-10	-4.364e+10	-2.400e+01	-9.766e-10	2.457e+10
165.662	7.200	24.000	24.000	24.000	-2.400e+01	5.385e-10	-4.457e+10	-2.400e+01	-1.031e-09	2.328e+10
166.413	7.300	24.000	24.000	24.000	-2.400e+01	5.719e-10	-4.196e+10	-2.400e+01	-9.702e-10	2.474e+10
167.162	7.400	24.000	24.000	24.000	-2.400e+01	5.346e-10	-4.489e+10	-2.400e+01	-9.825e-10	2.443e+10
167.932	7.500	24.000	24.000	24.000	-2.400e+01	5.669e-10	-4.233e+10	-2.400e+01	-9.981e-10	2.405e+10
168.665	7.600	24.000	24.000	24.000	-2.400e+01	5.091e-10	-4.714e+10	-2.400e+01	-9.927e-10	2.418e+10
169.413	7.700	24.000	24.000	24.000	-2.400e+01	5.627e-10	-4.265e+10	-2.400e+01	-9.644e-10	2.489e+10
170.217	7.800	24.000	24.000	24.000	-2.400e+01	5.368e-10	-4.471e+10	-2.400e+01	-1.008e-09	2.381e+10
170.944	7.900	24.000	24.000	24.000	-2.400e+01	5.145e-10	-4.665e+10	-2.400e+01	-9.790e-10	2.452e+10
171.693	8.000	24.000	24.000	24.000	-2.400e+01	5.479e-10	-4.380e+10	-2.400e+01	-9.948e-10	2.413e+10
172.442	8.100	24.000	24.000	24.000	-2.400e+01	5.651e-10	-4.247e+10	-2.400e+01	-1.009e-09	2.378e+10
173.193	8.200	24.000	24.000	24.000	-2.400e+01	5.213e-10	-4.604e+10	-2.400e+01	-9.519e-10	2.521e+10
173.923	8.300	24.000	24.000	24.000	-2.400e+01	5.738e-10	-4.183e+10	-2.400e+01	-9.409e-10	2.551e+10
174.673	8.400	24.000	24.000	24.000	-2.400e+01	4.851e-10	-4.947e+10	-2.400e+01	-9.874e-10	2.431e+10
175.416	8.500	24.000	24.000	24.000	-2.400e+01	4.877e-10	-4.921e+10	-2.400e+01	-9.649e-10	2.487e+10
176.156	8.600	24.000	24.000	24.000	-2.400e+01	5.524e-10	-4.344e+10	-2.400e+01	-9.622e-10	2.494e+10
176.923	8.700	24.000	24.000	24.000	-2.400e+01	5.613e-10	-4.276e+10	-2.400e+01	-1.008e-09	2.380e+10
177.662	8.800	24.000	24.000	24.000	-2.400e+01	5.580e-10	-4.301e+10	-2.400e+01	-9.599e-10	2.500e+10
178.413	8.900	24.000	24.000	24.000	-2.400e+01	5.392e-10	-4.451e+10	-2.400e+01	-9.504e-10	2.525e+10
179.163	9.000	24.000	24.000	24.000	-2.400e+01	5.648e-10	-4.249e+10	-2.400e+01	-9.666e-10	2.483e+10
179.922	9.100	24.000	24.000	24.000	-2.400e+01	5.401e-10	-4.444e+10	-2.400e+01	-9.928e-10	2.417e+10
180.667	9.200	24.000	24.000	24.000	-2.400e+01	5.572e-10	-4.307e+10	-2.400e+01	-9.980e-10	2.405e+10
181.413	9.300	24.000	24.000	24.000	-2.400e+01	5.187e-10	-4.627e+10	-2.400e+01	-9.637e-10	2.490e+10
182.127	9.400	24.000	24.000	24.000	-2.400e+01	5.444e-10	-4.408e+10	-2.400e+01	-9.668e-10	2.482e+10
182.893	9.500	24.000	24.000	24.000	-2.400e+01	5.551e-10	-4.323e+10	-2.400e+01	-9.893e-10	2.426e+10
183.636	9.600	24.000	24.000	24.000	-2.400e+01	5.458e-10	-4.397e+10	-2.400e+01	-9.857e-10	2.435e+10
184.383	9.700	24.000	24.000	24.000	-2.400e+01	5.339e-10	-4.495e+10	-2.400e+01	-1.007e-09	2.384e+10
185.133	9.800	24.000	24.000	24.000	-2.400e+01	5.808e-10	-4.132e+10	-2.400e+01	-1.028e-09	2.335e+10
185.903	9.900	24.000	24.000	24.000	-2.400e+01	5.444e-10	-4.408e+10	-2.400e+01	-9.999e-10	2.400e+10
186.693	10.000	24.000	24.000	24.000	-2.400e+01	5.869e-10	-4.090e+10	-2.400e+01	-9.903e-10	2.423e+10
187.443	10.100	24.000	24.000	24.000	-2.400e+01	5.532e-10	-4.339e+10	-2.400e+01	-1.011e-09	2.374e+10
188.193	10.200	24.000	24.000	24.000	-2.400e+01	4.914e-10	-4.884e+10	-2.400e+01	-9.711e-10	2.471e+10
188.945	10.300	24.000	24.000	24.000	-2.400e+01	5.695e-10	-4.214e+10	-2.400e+01	-9.690e-10	2.477e+10
189.693	10.400	24.000	24.000	24.000	-2.400e+01	5.768e-10	-4.161e+10	-2.400e+01	-9.888e-10	2.427e+10
190.443	10.500	24.000	24.000	24.000	-2.400e+01	5.805e-10	-4.134e+10	-2.400e+01	-9.466e-10	2.535e+10
191.198	10.600	24.000	24.000	24.000	-2.400e+01	5.739e-10	-4.182e+10	-2.400e+01	-9.900e-10	2.424e+10
191.945	10.700	24.000	24.000	24.000	-2.400e+01	4.927e-10	-4.871e+10	-2.400e+01	-9.944e-10	2.414e+10
192.693	10.800	24.000	24.000	24.000	-2.400e+01	5.523e-10	-4.345e+10	-2.400e+01	-1.000e-09	2.399e+10
193.436	10.900	24.000	24.000	24.000	-2.400e+01	5.563e-10	-4.314e+10	-2.400e+01	-1.012e-09	2.372e+10
194.183	11.000	24.000	24.000	24.000	-2.400e+01	5.461e-10	-4.395e+10	-2.400e+01	-9.561e-10	2.510e+10
194.934	11.100	24.000	24.000	24.000	-2.400e+01	5.851e-10	-4.102e+10	-2.400e+01	-9.711e-10	2.472e+10
195.683	11.200	24.000	24.000	24.000	-2.400e+01	5.710e-10	-4.203e+10	-2.400e+01	-1.037e-09	2.313e+10
196.418	11.300	24.000	24.000	24.000	-2.400e+01	5.762e-10	-4.165e+10	-2.400e+01	-1.033e-09	2.324e+10
197.163	11.400	24.000	24.000	24.000	-2.400e+01	6.198e-10	-3.872e+10	-2.400e+01	-1.040e-09	2.308e+10
197.933	11.500	24.000	24.000	24.000	-2.400e+01	5.544e-10	-4.329e+10	-2.400e+01	-1.015e-09	2.363e+10
198.683	11.600	24.000	24.000	24.000	-2.400e+01	5.414e-10	-4.433e+10	-2.400e+01	-1.004e-09	2.391e+10
199.433	11.700	24.000	24.000	24.000	-2.400e+01	5.600e-10	-4.286e+10	-2.400e+01	-1.068e-09	2.246e+10
200.236	11.800	24.000	24.000	24.000	-2.400e+01	5.745e-10	-4.177e+10	-2.400e+01	-1.001e-09	2.398e+10
200.995	11.900	24.000	24.000	24.000	-2.400e+01	6.117e-10	-3.924e+10	-2.400e+01	-1.035e-09	2.319e+10
201.744	12.000	24.000	24.000	24.000	-2.400e+01	5.504e-10	-4.360e+10	-2.400e+01	-1.028e-09	2.335e+10
202.503	12.100	24.000	24.000	24.000	-2.400e+01	5.681e-10	-4.224e+10	-2.400e+01	-9.661e-10	2.484e+10
203.254	12.200	24.000	24.000	24.000	-2.400e+01	5.518e-10	-4.350e+10	-2.400e+01	-1.011e-09	2.375e+10
204.005	12.300	24.000	24.000	24.000	-2.400e+01	5.809e-10	-4.131e+10	-2.400e+01	-9.687e-10	2.477e+10
204.747	12.400	24.000	24.000	24.000	-2.400e+01	5.800e-10	-4.138e+10	-2.400e+01	-1.002e-09	2.395e+10
205.496	12.500	24.000	24.000	24.000	-2.400e+01	5.429e-10	-4.421e+10	-2.400e+01	-1.008e-09	2.381e+10
206.247	12.600	24.000	24.000	24.000	-2.400e+01	5.219e-10	-4.598e+10	-2.400e+01	-1.000e-09	2.400e+10
207.006	12.700	24.000	24.000	24.000	-2.400e+01	5.652e-10	-4.246e+10	-2.400e+01	-9.946e-10	2.413e+10
207.753	12.800	24.000	24.000	24.000	-2.400e+01	5.474e-10	-4.384e+10	-2.400e+01	-9.722e-10	2.469e+10
208.514	12.900	24.000	24.000	24.000	-2.400e+01	5.580e-10	-4.301e+10	-2.400e+01	-9.922e-10	2.419e+10
209.263	13.000	24.000	24.000	24.000	-2.400e+01	5.636e-10	-4.258e+10	-2.400e+01	-1.022e-09	2.349e+10
210.014	13.100	24.000	24.000	24.000	-2.400e+01	4.960e-10	-4.839e+10	-2.400e+01	-1.003e-09	2.393e+10
210.756	13.200	24.000	24.000	24.000	-2.400e+01	5.376e-10	-4.464e+10	-2.400e+01	-1.007e-09	2.383e+10
211.504	13.300	24.000	24.000	24.000	-2.400e+01	5.650e-10	-4.247e+10	-2.400e+01	-1.039e-09	2.310e+10
212.255	13.400	24.000	24.000	24.000	-2.400e+01	5.539e-10	-4.333e+10	-2.400e+01	-9.898e-10	2.425e+10
213.006	13.500	24.000	24.000	24.000	-2.400e+01	5.411e-10	-4.435e+10	-2.400e+01	-1.016e-09	2.362e+10
213.754	13.600	24.000	24.000	24.000	-2.400e+01	5.774e-10	-4.156e+10	-2.400e+01	-9.737e-10	2.465e+10
214.504	13.700	24.000	24.000	24.000	-2.400e+01	5.104e-10	-4.702e+10	-2.400e+01	-1.013e-09	2.369e+10
215.254	13.800	24.000	24.000	24.000	-2.400e+01	5.981e-10	-4.013e+10	-2.400e+01	-9.916e-10	2.420e+10
216.005	13.900	24.000	24.000	24.000	-2.400e+01	5.138e-10	-4.671e+10	-2.400e+01	-1.022e-09	2.348e+10
216.754	14.000	24.000	24.000	24.000	-2.400e+01	5.286e-10	-4.540e+10	-2.400e+01	-1.003e-09	2.392e+10
217.504	14.100	24.000	24.000	24.000	-2.400e+01	5.384e-10	-4.458e+10	-2.400e+01	-9.897e-10	2.425e+10
218.254	14.200	24.000	24.000	24.000	-2.400e+01	5.636e-10	-4.258e+10	-2.400e+01	-1.022e-09	2.347e+10
218.999	14.300	24.000	24.000	24.000	-2.400e+01	5.634e-10	-4.260e+10	-2.400e+01	-9.723e-10	2.468e+10
219.748	14.400	24.000	24.000	24.000	-2.400e+01	5.471e-10	-4.387e+10	-2.400e+01	-9.287e-10	2.584e+10
220.491	14.500	24.000	24.000	24.000	-2.400e+01	5.401e-10	-4.444e+10	-2.400e+01	-9.909e-10	2.422e+10
221.244	14.600	24.000	24.000	24.000	-2.400e+01	5.561e-10	-4.316e+10	-2.400e+01	-9.635e-10	2.491e+10
221.996	14.700	24.000	24.000	24.000	-2.400e+01	5.166e-10	-4.645e+10	-2.400e+01	-1.014e-09	2.366e+10
222.738	14.800	24.000	24.000	24.000	-2.400e+01	5.128e-10	-4.680e+10	-2.400e+01	-1.021e-09	2.350e+10
223.484	14.900	24.000	24.000	24.000	-2.400e+01	5.767e-10	-4.161e+10	-2.400e+01	-9.760e-10	2.459e+10
224.234	15.000	24.000	24.000	24.000	-2.400e+01	5.580e-10	-4.301e+10	-2.400e+01	-1.008e-09	2.382e+10
